text,labels
"Cervical rib. A cervical rib is an extra rib that forms above the first rib, growing from the base of the neck just above the collarbone.You can have a cervical rib on the right, left, or on both sides. It may be a fully formed bony rib or just a thin strand of tissue fibres.A cervical rib is an abnormality that's present from birth. It's not usually a problem, but if it presses on nearby nerves and blood vessels, it can cause neck pain, numbness in the arm and other symptoms. This is known as thoracic outlet syndrome.Thoracic outlet syndrome usually starts between 20 and 50 years of age, and is more likely to affect men than women.Around 1 in 10 people with a cervical rib will get thoracic outlet syndrome.",38.09090909
"Soft tissue sarcomas. Soft tissue sarcomas are a group of rare cancers affecting the tissues that connect, support and surround other body structures and organs.Tissues that can be affected by soft tissue sarcomas include fat, muscle, blood vessels, deep skin tissues, tendons and ligaments. Bone sarcomas are covered separately.Soft tissue sarcomas can develop in almost any part of the body, including the legs, arms and tummy (abdomen).",22.8
"Selective mutism. Selective mutism is a severe anxiety disorder where a person is unable to speak in certain social situations, such as with classmates at school or to relatives they do not see very often.It usually starts during childhood and, if left untreated, can persist into adulthood.A child or adult with selective mutism does not refuse or choose not to speak at certain times, they're literally unable to speak. The expectation to talk to certain people triggers a freeze response with feelings of panic, like a bad case of stage fright, and talking is impossible.In time, the person will learn to anticipate the situations that provoke this distressing reaction and do all they can to avoid them.However, people with selective mutism are able to speak freely to certain people, such as close family and friends, when nobody else is around to trigger the freeze response. Selective mutism affects about 1 in 140 young children. It's more common in girls and children who are learning a second language, such as those who've recently migrated from their country of birth.",36.7
"Skin tags. Skin tags are small growths that hang off your skin. They're common and harmless, but can be removed if they're bothering you.",86.9
"Avian flu. Bird flu, or avian flu, is an infectious type of influenza that spreads among birds. In rare cases, it can affect humans.There are lots of different strains of bird flu virus. Most of them don't infect humans. But there are 4 strains that have caused concern in recent years:H5N1 (since 1997)H7N9 (since 2013)H5N6 (since 2014)H5N8 (since 2016)Although H5N1, H7N9 and H5N6 don't infect people easily and aren't usually spread from human to human, several people have been infected around the world, leading to a number of deaths. H5N8 has not infected any humans worldwide to date.",52.2
"Cataracts. Cataracts occur when changes in the lens of the eye cause it to become less transparent (clear). This results in cloudy or misty vision.The lens is the transparent structure located just behind the pupil (the black circle in the centre of the eye). It allows light to pass through to the light-sensitive layer of tissue at the back of the eye (retina). Cataracts most commonly affect older adults (age-related cataracts), but some babies are born with cataracts.Children can also develop them at a young age. These are known as childhood cataracts.Childhood cataracts are often referred to as:congenital cataracts – cataracts present when a baby is born or shortly afterwards developmental, infantile or juvenile cataracts – cataracts diagnosed in older babies or children Cataracts in babies and children are rare. It's estimated they affect between 3 and 4 in every 10,000 children in the UK.",59.44444444
"Hirschsprung's disease. Hirschsprung's disease is a rare condition that causes poo to become stuck in the bowels. It mainly affects babies and young children.Normally, the bowel continuously squeezes and relaxes to push poo along, a process controlled by your nervous system.In Hirschsprung's disease, the nerves that control this movement are missing from a section at the end of the bowel, which means poo can build up and form a blockage.This can cause severe constipation and occasionally lead to a serious bowel infection called enterocolitis if it's not identified and treated early on. But the condition is usually picked up soon after birth and treated with surgery as soon as possible.",48.5
"Homocystinuria. Homocystinuria (HCU) is a rare but potentially serious inherited condition.It means the body can't process the amino acid methionine. This causes a harmful build-up of substances in the blood and urine.Normally, our bodies break down protein foods like meat and fish into amino acids, which are the ""building blocks"" of protein. Any amino acids that aren't needed are usually broken down and removed from the body.Babies with HCU are unable to fully break down the amino acid methionine, causing a build-up of methionine and a chemical called homocysteine. This can be harmful.",28.72727273
"Klinefelter syndrome. Klinefelter syndrome (sometimes called Klinefelter's, KS or XXY) is where boys and men are born with an extra X chromosome.Chromosomes are packages of genes found in every cell in the body. There are 2 types of chromosome, called the sex chromosomes, that determine the genetic sex of a baby. These are named either X or Y.Usually, a female baby has 2 X chromosomes (XX) and a male has 1 X and 1 Y (XY). But in Klinefelter syndrome, a boy is born with an extra copy of the X chromosome (XXY).The X chromosome is not a ""female"" chromosome and is present in everyone. The presence of a Y chromosome denotes male sex.Boys and men with Klinefelter syndrome are still genetically male, and often will not realise they have this extra chromosome, but occasionally it can cause problems that may require treatment.Klinefelter syndrome affects around 1 in every 660 males.",76.1
"Gonorrhoea. Gonorrhoea is a sexually transmitted infection (STI) caused by bacteria called Neisseria gonorrhoeae or gonococcus. It used to be known as ""the clap"".",58.71428571
Roseola. Roseola is a very common infection that mainly affects babies and toddlers. It usually causes a high temperature and a rash. You can normally look after your child at home and they should recover within a week.,69.72727273
"Testicular cancer. Cancer of the testicle is 1 of the less common cancers, and tends to mostly affect men between 15 and 49 years of age.Typical symptoms are a painless swelling or lump in 1 of the testicles, or any change in shape or texture of the testicles.It's important to be aware of what feels normal for you. Get to know your body and see a GP if you notice any changes.Read more about the look and feel of normal testicles, the symptoms of testicular cancer and diagnosing testicular cancer.",29.45454545
"Nasopharyngeal cancer. Nasopharyngeal cancer is a rare type of cancer that affects the part of the throat connecting the back of the nose to the back of the mouth (the pharynx).In the UK, about 250 people are diagnosed with nasopharyngeal cancer each year.Nasopharyngeal cancer shouldn't be confused with other types of cancer that also affect the throat, such as laryngeal cancer and oesophageal cancer.",22.09090909
"Meningitis. Meningitis is an infection of the protective membranes that surround the brain and spinal cord (meninges).It can affect anyone, but is most common in babies, young children, teenagers and young adults.Meningitis can be very serious if not treated quickly.It can cause life-threatening blood poisoning (septicaemia) and result in permanent damage to the brain or nerves.A number of vaccinations are available that offer some protection against meningitis.",13.81818182
Sore or white tongue. A sore or white tongue is not usually serious and is often easily treated.,75.8
"Bronchiolitis. Bronchiolitis is a common lower respiratory tract infection that affects babies and young children under 2 years old.Most cases are mild and clear up within 2 to 3 weeks without the need for treatment, although some children have severe symptoms and need hospital treatment.The early symptoms of bronchiolitis are similar to those of a common cold, such as a runny nose and a cough.Further symptoms then usually develop over the next few days, including:a slight high temperature (fever) a dry and persistent cough difficulty feeding rapid or noisy breathing (wheezing)",47.09090909
"Lung cancer. Lung cancer is one of the most common and serious types of cancer. Around 47,000 people are diagnosed with the condition every year in the UK.There are usually no signs or symptoms in the early stages of lung cancer, but many people with the condition eventually develop symptoms including:a persistent coughcoughing up bloodpersistent breathlessnessunexplained tiredness and weight lossan ache or pain when breathing or coughingYou should see a GP if you have these symptoms.",13.09090909
Shingles. Shingles is an infection that causes a painful rash. Get advice from 111 as soon as possible if you think you have it.,48.5
"Frozen shoulder. Frozen shoulder means your shoulder is painful and stiff for months, sometimes years. It can be treated with shoulder exercises and painkillers.",49.18181818
Rubella. Rubella (German measles) is a rare illness that causes a spotty rash. It usually gets better in about 1 week. It can be serious if you get it when you're pregnant.,53.66666667
"Swine flu. ""Swine flu"" was the popular name for the virus which was responsible for a global flu outbreak (called a pandemic) in 2009 to 2010. It's a type of seasonal flu and is now included in the annual flu vaccine.The scientific name for swine flu is A/H1N1pdm09. It's often shortened to ""H1N1"".",40.45454545
"Zika virus. Zika virus disease is mainly spread by mosquitoes. For most people it's a very mild infection and is not harmful.But it may be more serious for pregnant women, as there's evidence it causes birth defects – in particular, abnormally small heads (microcephaly).Zika does not naturally occur in the UK. Zika outbreaks have been reported in the Pacific region, South and Central America, the Caribbean, Africa, and parts of south and southeast Asia.If you plan to travel to an affected area, seek travel health advice before your trip. Travel advice is tailored to you and based on the level of risk (risk or very low risk) for the country you're travelling to. Specific recommendations for pregnant women considering travel to affected countries or areas can be found in the ""other risks"" section of the NaTHNaC country information pages.If you travel to an affected area, you can reduce your risk of catching the virus by using insect repellent and wearing loose clothing that covers your arms and legs.",39.72727273
"Post-polio syndrome. Post-polio syndrome is a poorly understood condition that can affect people who have had polio in the past.Polio is a viral infection that used to be common in the UK, but is now rare.Most people who had polio would have fought off the infection without even realising they were infected.Some people with polio would have had paralysis, muscle weakness and shrinking of the muscles. But usually, these problems would have either gone away over the following weeks or months, or remained the same for years afterwards.Post-polio syndrome is where some of these symptoms return or get worse many years or decades after the original polio infection.",22.0
"Chronic pancreatitis. Chronic pancreatitis is a condition where the pancreas has become permanently damaged from inflammation and stops working properly.The pancreas is a small organ, located behind the stomach, that helps with digestion.Chronic pancreatitis can affect people of any age, but it usually develops between the ages of 30 and 40 as a result of heavy drinking over many years. It's more common in men.It's different from acute pancreatitis, where the inflammation is only short term.Most people with chronic pancreatitis have had 1 or more attacks of acute pancreatitis.",42.0
"Coeliac disease. Coeliac disease is a condition where your immune system attacks your own tissues when you eat gluten. This damages your gut (small intestine) so you are unable to take in nutrients.Coeliac disease can cause a range of symptoms, including diarrhoea, abdominal pain and bloating.Coeliac disease is caused by an adverse reaction to gluten, which is a dietary protein found in 3 types of cereal:wheatbarleyryeGluten is found in any food that contains those cereals, including:pastacakesbreakfast cerealsmost types of breadcertain types of saucessome ready mealsIn addition, most beers are made from barley.",55.0
"Dengue. Dengue is a viral infection spread by mosquitoes. It's widespread in many parts of the world.Mosquitoes in the UK do not spread the dengue virus. It is caught by people visiting or living in Asia, the Americas or the Caribbean.The infection is usually mild and passes after about 1 week without causing any lasting problems. But in rare cases it can be very serious and potentially life threatening.There's no specific treatment or widely available vaccine for dengue, so it's important to avoid being bitten by mosquitoes when visiting an area where the infection is found.",40.0
"Irregular periods. Irregular periods aren't always a sign of a problem, but sometimes it's a good idea to see a doctor about them just in case.",64.18181818
"Transcutaneous electrical nerve stimulation. Transcutaneous electrical nerve stimulation (TENS) is a method of pain relief involving the use of a mild electrical current.A TENS machine is a small, battery-operated device that has leads connected to sticky pads called electrodes.You attach the pads directly to your skin. When the machine is switched on, small electrical impulses are delivered to the affected area of your body, which you feel as a tingling sensation.The electrical impulses can reduce the pain signals going to the spinal cord and brain, which may help relieve pain and relax muscles. They may also stimulate the production of endorphins, which are the body's natural painkillers.",66.63636364
"Brain tumours. A brain tumour is a growth of cells in the brain that multiplies in an abnormal, uncontrollable way.",9.9
Contact dermatitis. Contact dermatitis is a type of eczema triggered by contact with a particular substance.Eczema is the name for a group of conditions that cause skin to become dry and irritated.Contact dermatitis usually improves or clears up completely if the substance causing the problem is identified and avoided. Treatments are also available to help ease the symptoms.,46.55555556
"Maple syrup urine disease. Maple syrup urine disease (MSUD) is a rare but serious inherited condition.It means the body cannot process certain amino acids (the ""building blocks"" of protein), causing a harmful build-up of substances in the blood and urine.Normally, our bodies break down protein foods such as meat and fish into amino acids. Any amino acids that are not needed are usually broken down and removed from the body.Babies with MSUD are unable to break down the amino acids leucine, isoleucine and valine. Very high levels of these amino acids are harmful.One of the characteristic symptoms of MSUD is sweet-smelling urine, which gives the condition its name.",48.2
"Reye's syndrome. Reye's syndrome is a very rare disorder that can cause serious liver and brain damage. If it's not treated promptly, it may lead to permanent brain injury or death.Reye's syndrome mainly affects children and young adults under 20 years of age.",14.81818182
"Periods. There are many reasons why a woman may miss her period, or why periods might stop altogether.Most women have a period every 28 days or so, but it's common to have a slightly shorter or longer cycle than this (from 21 to 40 days).Some women do not always have a regular menstrual cycle. Their period may be early or late, and how long it lasts and how heavy it is may vary each time.Read more about irregular periods and heavy periods.",64.54545455
"Astigmatism. Astigmatism, along with short sight and long sight, is a common cause of blurry vision. It's usually corrected with glasses or contact lenses.",81.27272727
"Borderline personality disorder. Borderline personality disorder (BPD) is a disorder of mood and how a person interacts with others. It's the most commonly recognised personality disorder.In general, someone with a personality disorder will differ significantly from an average person in terms of how he or she thinks, perceives, feels or relates to others.",48.81818182
"Cyclical vomiting syndrome. Cyclical vomiting syndrome (CVS) is a rare disorder that mainly affects children. It causes repeated episodes of vomiting and feeling sick.CVS has no apparent cause – the vomiting episodes aren't the result of an infection or illness.It can be frightening, but it's possible to manage CVS with lifestyle changes and medication. It usually clears up before adulthood.",34.27272727
"Monkeypox. Monkeypox is a rare disease caused by infection with the monkeypox virus.Most cases have been in Africa. The risk of catching monkeypox in the UK is very low.It's usually a mild illness that will get better on its own without treatment. Some people can develop more serious symptoms, so patients with monkeypox in the UK are cared for in specialist hospitals. What is the risk of catching monkeypox in the UK?There have only been a very small number of cases of monkeypox in the UK. When there is a case, health professionals  will aim to contact anyone who has been in close contact with the infected person.If you have not been contacted, be reassured you are extremely unlikely to catch monkeypox.Symptoms of monkeypoxThe illness begins with:high temperatureheadachemuscle achesbackacheswollen glandschillsexhaustionA rash usually begins 1 to 5 days after the first symptoms appear. The spots often start on the face before spreading to other parts of the body. During the illness the rash changes from raised red bumps, to spots filled with fluid. The spots eventually form scabs which later fall off.How monkeypox is spreadMonkeypox does not spread easily between people, but it's possible to catch it from:touching items like clothing, bedding or towels used by an infected person touching monkeypox spots or scabsa person with a monkeypox rash who coughs or sneezes near youDiagnosis of monkeypoxIt's difficult to know if the infection is monkeypox as it can often be confused with other infections such as chickenpox. It is diagnosed after an examination by a specialist and testing by Public Health England.Treating monkeypoxTreatment for monkeypox aims to relieve the symptoms and takes place in specialist hospitals. Further informationFind more detailed information on monkeypox on GOV.UK.",39.18181818
"Thrombophilia. Thrombophilia means that blood has an increased tendency to form clots.You're more likely to develop a blood clot in one of the large veins in your leg (deep vein thrombosis) or a pulmonary embolism, where the blood clot breaks off, travels in the circulation and lodges in the arteries supplying the lungs.",31.18181818
"Peripheral neuropathy. Peripheral neuropathy develops when nerves in the body's extremities, such as the hands, feet and arms, are damaged. The symptoms depend on which nerves are affected.In the UK it's estimated almost 1 in 10 people aged 55 or over are affected by peripheral neuropathy.",57.77777778
Itchy anus. You can often do simple things yourself to ease an itchy bottom (anus). See a GP if the itching doesn't stop.,75.88888889
"Endometriosis. Endometriosis is a condition where tissue similar to the lining of the womb starts to grow in other places, such as the ovaries and fallopian tubes.Endometriosis can affect women of any age.It's a long-term condition that can have a significant impact on your life, but there are treatments that can help.",44.9
"Lactose intolerance. Lactose intolerance is a common digestive problem where the body is unable to digest lactose, a type of sugar mainly found in milk and dairy products.",69.1
"Lupus. Systemic lupus erythematosus (SLE) – lupus – is a long-term condition causing inflammation to the joints, skin and other organs. There's no cure, but symptoms can improve if treatment starts early.",32.77777778
"Menopause. The menopause is when a woman stops having periods and is no longer able to get pregnant naturally.Periods usually start to become less frequent over a few months or years before they stop altogether. Sometimes they can stop suddenly.The menopause is a natural part of ageing that usually occurs between 45 and 55 years of age, as a woman's oestrogen levels decline. In the UK, the average age for a woman to reach the menopause is 51.But around 1 in 100 women experience the menopause before 40 years of age. This is known as premature menopause or premature ovarian insufficiency.",72.3
"Hyperparathyroidism. Hyperparathyroidism is where the parathyroid glands, which are in the neck near the thyroid gland, produce too much parathyroid hormone.This causes blood calcium levels to rise (hypercalcaemia). Left untreated, high levels of calcium in the blood can lead to a range of problems.",55.5
"Benign prostate enlargement. Benign prostate enlargement (BPE) is the medical term to describe an enlarged prostate, a condition that can affect how you pee (urinate).BPE is common in men aged over 50. It's not a cancer and it's not usually a serious threat to health.Many men worry that having an enlarged prostate means they have an increased risk of developing prostate cancer. This is not the case.The risk of prostate cancer is no greater for men with an enlarged prostate than it is for men without an enlarged prostate.",44.4
"Vaginal cancer. Vaginal cancer is cancer that affects the vagina.Some types of cancer, such as cervical cancer, can spread to the vagina. This page is about cancer that begins in the vagina.",20.6
Raynaud's. Raynaud's phenomenon is common and does not usually cause any severe problems. You can often treat the symptoms yourself by keeping warm. Sometimes it can be a sign of a more serious condition.,69.0
Septic arthritis. Septic arthritis is a serious type of joint infection. It should be treated as soon as possible. You can make a full recovery with treatment but if left untreated it can be more serious.,34.6
"Suicidal thoughts. If you're feeling like you want to die, it's important to tell someone.Help and support is available right now if you need it. You do not have to struggle with difficult feelings alone.",23.4
"Dehydration. Dehydration means your body loses more fluids than you take in. If it's not treated, it can get worse and become a serious problem.ImportantBabies, children and the elderly are more at risk of dehydration.",45.0
"Molar pregnancy. A molar pregnancy is where a foetus doesn't form properly in the womb and a baby doesn't develop.A lump of abnormal cells grows in the womb instead of a healthy foetus.This growth is called a ""hydatidiform mole"", which can be either:a complete mole, where there's a mass of abnormal cells in the womb and no foetus developsa partial mole,where an abnormal foetus starts to form, but it can't survive or develop into a babyA molar pregnancy can usually be treated with a simple procedure to remove the growth of cells from the womb, but cells are sometimes left over and further treatment is needed to remove them.",52.8
"Thyroid cancer. Thyroid cancer is a rare type of cancer that affects the thyroid gland, a small gland at the base of the neck that produces hormones.It's most common in people in their 30s and those over the age of 60. Women are 2 to 3 times more likely to develop it than men.Thyroid cancer is usually treatable and in many cases can be cured completely, although it can sometimes come back after treatment.",28.11111111
"Ehlers-Danlos syndromes. Ehlers-Danlos syndromes (EDS) are a group of rare inherited conditions that affect connective tissue.Connective tissues provide support in skin, tendons, ligaments, blood vessels, internal organs and bones.",29.09090909
"Spina bifida. Spina bifida is when a baby's spine and spinal cord does not develop properly in the womb, causing a gap in the spine.Spina bifida is a type of neural tube defect. The neural tube is the structure that eventually develops into the baby's brain and spinal cord.The neural tube starts to form in early pregnancy and closes about 4 weeks after conception.In spina bifida, part of the neural tube does not develop or close properly, leading to defects in the spinal cord and bones of the spine (vertebrae).It's not known what causes spina bifida, but a lack of folic acid before and in the early stages of pregnancy is a significant risk factor.",18.09090909
"Polycythaemia. Polycythaemia, also known as erythrocytosis, means having a high concentration of red blood cells in your blood.This makes the blood thicker and less able to travel through blood vessels and organs. Many of the symptoms of polycythaemia are caused by this sluggish flow of blood.",37.0
"Uveitis. Uveitis is inflammation of the middle layer of the eye, called the uvea or uveal tract. It can cause eye pain and changes to your vision.Most cases get better with treatment – usually steroid medicine. But sometimes uveitis can lead to further eye problems such as glaucoma and cataracts.The sooner uveitis is treated, the more successful treatment is likely to be.",41.0
"Diabetes. Diabetes is a lifelong condition that causes a person's blood sugar level to become too high.There are 2 main types of diabetes:type 1 diabetes – where the body's immune system attacks and destroys the cells that produce insulintype 2 diabetes – where the body does not produce enough insulin, or the body's cells do not react to insulinType 2 diabetes is far more common than type 1. In the UK, around 90% of all adults with diabetes have type 2.During pregnancy, some women have such high levels of blood glucose that their body is unable to produce enough insulin to absorb it all. This is known as gestational diabetes.",38.6
"Epilepsy. Epilepsy is a common condition that affects the brain and causes frequent seizures.Seizures are bursts of electrical activity in the brain that temporarily affect how it works. They can cause a wide range of symptoms.Epilepsy can start at any age, but usually starts either in childhood or in people over 60. It's often lifelong, but can sometimes get slowly better over time.",29.7
"Acute lymphoblastic leukaemia. Acute lymphoblastic leukaemia is a type of cancer that affects white blood cells. It progresses quickly and aggressively and requires immediate treatment. Both adults and children can be affected.Acute lymphoblastic leukaemia is rare, with around 790 people diagnosed with the condition each year in the UK. Most cases of acute lymphoblastic leukaemia develop in children, teenagers and young adults.Although it is rare, acute lymphoblastic leukaemia is the most common type of leukaemia that affects children. About 85% of the cases that affect children happen in those younger than 15 (mostly between the ages of 0 and 5). It affects slightly more boys than girls.Acute lymphoblastic leukaemia is different to other types of leukaemia, including acute myeloid leukaemia, chronic lymphocytic leukaemia and chronic myeloid leukaemia.",10.09090909
"Foreskin problems. Phimosis is a condition where the foreskin is too tight to be pulled back over the head of the penis (glans).Phimosis is normal in babies and toddlers, but in older children it may be the result of a skin condition that has caused scarring. It is not usually a problem unless it causes symptoms.Immediate treatment is needed in cases where phimosis causes problems such as difficulty urinating.",58.0
"Carpal tunnel syndrome. Carpal tunnel syndrome (CTS) is pressure on a nerve in your wrist. It causes tingling, numbness and pain in your hand and fingers. You can often treat it yourself, but it can take months to get better.",57.6
Sore throat. Sore throats are very common and usually nothing to worry about. They normally get better by themselves within a week.,65.1
"Stillbirth. A stillbirth is when a baby is born dead after 24 completed weeks of pregnancy. It happens in around 1 in every 200 births in England.If the baby dies before 24 completed weeks, it's known as a miscarriage or late foetal loss.Contact your midwife or doctor straightaway if you're pregnant and worried about your baby – for example, if you've noticed your baby moving less than usual. Don't wait until the next day. If your baby is moving less, it can be a sign that something's wrong and needs to be checked out.",23.44444444
Cough. A cough will usually clear up on its own within 3 to 4 weeks.,61.0
Metallic taste. A metallic taste is not usually serious and can be a symptom of many different things. Treatment will depend on the cause.,59.5
"Broken or bruised ribs. Bruised or broken ribs can be very painful, but usually heal by themselves.",38.36363636
"Charles Bonnet syndrome. Charles Bonnet syndrome causes a person whose vision has started to deteriorate to see things that aren't real (hallucinations).The hallucinations may be simple patterns, or detailed images of events, people or places. They're only visual and don't involve hearing things or any other sensations.It's important to be aware that hallucinations associated with Charles Bonnet syndrome are caused by failing eyesight. They're not caused by a mental health problem or dementia. People with Charles Bonnet syndrome are usually aware that the visions aren't real, even if they're vivid. Always see your GP if you're experiencing hallucinations so they can investigate the cause.",44.33333333
Lyme disease. Lyme disease is a bacterial infection that can be spread to humans by infected ticks. It's usually easier to treat if it's diagnosed early.,50.625
"Bursitis. Bursitis is when your joints become painful, tender and swollen. It can usually be treated at home and should go away in a few weeks.",58.0
Mouth thrush. Oral thrush is usually harmless. It's common in babies and older people with dentures. It can be easily treated with medicines bought from a pharmacy.,61.9
"Repetitive strain injury. Repetitive strain injury (RSI) is a general term used to describe the pain felt in muscles, nerves and tendons caused by repetitive movement and overuse.It's also known as work-related upper limb disorder, or non-specific upper limb pain.The condition mostly affects parts of the upper body, such as the:forearms and elbows wrists and hands neck and shoulders",56.18181818
Salivary gland stones. These are small stones that form in salivary glands in your mouth and can block your flow of saliva. They're not usually serious and you may be able to remove them yourself.,77.7
Hypothermia. Hypothermia is a dangerous drop in body temperature below 35C (normal body temperature is around 37C). It's a medical emergency that needs to be treated in hospital.,21.18181818
"Mycobacterium chimaera infection. If you or your child have had open heart surgery or a heart or lung transplant since January 2013, there's a small risk that you may have been infected with bacteria called Mycobacterium chimaera.This is a very rare but potentially serious infection and people can die if they're not treated, so it's important to know the symptoms and see a GP if you feel unwell.",32.5
Scarlet fever. Scarlet fever is a contagious infection that mostly affects young children. It's easily treated with antibiotics.,47.54545455
Schizophrenia. Schizophrenia is a severe long-term mental health condition. It causes a range of different psychological symptoms.Doctors often describe schizophrenia as a type of psychosis. This means the person may not always be able to distinguish their own thoughts and ideas from reality.,16.6
"Dislocated shoulder. A dislocated shoulder happens when your upper arm pops out of your shoulder socket.The shoulder is one of the easiest joints to dislocate because the ball joint of your upper arm sits in a very shallow socket.This makes the arm extremely mobile and able to move in many directions, but also means it is not very stable.In some cases, the surrounding tissues supporting the shoulder joint may also be overstretched or torn.A dislocated shoulder takes between 12 and 16 weeks to heal after the shoulder has been put back into place.",70.45454545
Bleeding after the menopause. Menopause is usually diagnosed in women over 45 who haven't had a period for more than a year. Any bleeding from the vagina after this needs to be checked by a GP.,54.0
"Chronic myeloid leukaemia. Chronic myeloid leukaemia (CML) is a type of cancer that affects the white blood cells and tends to progress slowly over many years.It can occur at any age, but is most common in older adults around 60-65 years of age.In CML, the spongy material inside some bones (bone marrow) produces too many myeloid cells – immature white blood cells that are not fully developed and do not work properly.CML is different to other types of leukaemia, including chronic lymphocytic leukaemia, acute myeloid leukaemia and acute lymphoblastic leukaemia.",35.6
"Aphasia. Aphasia is when a person has difficulty with their language or speech. It's usually caused by damage to the left side of the brain (for example, after a stroke).",27.63636364
"Unintentional weight loss. Sudden, noticeable weight loss can happen after a stressful event, although it can also be a sign of a serious illness.It's normal to lose a noticeable amount of weight after the stress of changing jobs, divorce, redundancy or bereavement. Weight often returns to normal when you start to feel happier, after you've had time to grieve or get used to the change. Counselling and support may be needed to help you get to this stage.Significant weight loss can also be the result of an eating disorder, such as anorexia or bulimia. If you think you have an eating disorder, talk to someone you trust and consider speaking to your GP. There are also several organisations that can provide you with  information and advice, such as the eating disorders charity Beat.If your weight loss wasn't due to one of the causes mentioned, and you didn't lose weight through dieting or exercising, see your GP, as you may have an illness that needs treating. The following information may give you a better idea of the cause of your weight loss, but don't use it to diagnose yourself. Always see a GP for a proper diagnosis.",40.09090909
"Bilharzia. Schistosomiasis, also known as bilharzia, is an infection caused by a parasitic worm that lives in fresh water in subtropical and tropical regions.The parasite is most commonly found throughout Africa, but also lives in parts of South America, the Caribbean, the Middle East and Asia. The Travel Health Pro website has a map of where schistosomiasis is found.You often don't have any symptoms when you first become infected with schistosomiasis, but the parasite can remain in the body for many years and cause damage to organs such as the bladder, kidneys and liver.The infection can be easily treated with a short course of medicine, so see your GP if you think you might have it.",65.1
Brucellosis. Brucellosis is an infection you can catch from unpasteurised milk and cheese. It's extremely rare in the UK.,45.6
"Dystonia. Dystonia is the name for uncontrolled and sometimes painful muscle movements (spasms). It's usually a lifelong problem, but treatment can help relieve the symptoms.",48.54545455
Body odour. Body odour is a common problem. You can usually treat it yourself.,75.0
"Stroke. A stroke is a serious life-threatening medical condition that happens when the blood supply to part of the brain is cut off.Strokes are a medical emergency and urgent treatment is essential.The sooner a person receives treatment for a stroke, the less damage is likely to happen.If you suspect that you or someone else is having a stroke, phone 999 immediately and ask for an ambulance.CoronavirusAt the moment it can be hard to know what to do if you're unwell.It's still important to get medical help if you need it.Do not delay if you feel very unwell or think there's something seriously wrong. Call 999.",18.90909091
Conjunctivitis. Conjunctivitis is an eye condition caused by infection or allergies. It usually gets better in a couple of weeks without treatment.,72.33333333
"Ovulation pain. Some women get a one-sided pain in their lower abdomen when they ovulate.It happens about 14 days before your period, when an ovary releases an egg as part of the menstrual cycle. It's also known as mittelschmerz (German for ""middle pain"" or ""pain in the middle of the month"").Ovulation pain is often normal and just another side effect linked with periods.",62.2
"Bronchitis. Bronchitis is an infection of the main airways of the lungs (bronchi), causing them to become irritated and inflamed.The main airways branch off on either side of your windpipe (trachea).They lead to smaller and smaller airways inside your lungs called bronchioles.The walls of the main airways produce mucus to trap dust and other particles that could otherwise cause irritation.Most cases of bronchitis happen when an infection irritates and inflames the airways, causing them to produce more mucus than usual.Your body tries to shift this extra mucus through coughing.Bronchitis can be described as being either acute bronchitis or chronic bronchitis.Acute bronchitis is temporary inflammation of the airways that causes a cough and mucus. It lasts up to 3 weeks.It can affect people of all ages, but mostly happens in children under the age of 5.It's more common in winter and often comes on after a common cold, sore throat or the flu.Chronic bronchitis is a daily productive cough that lasts for 3 months of the year and for at least 2 years in a row.It's 1 of a number of lung conditions, including emphysema, that are collectively known as chronic obstructive pulmonary disease (COPD).It mostly affects adults over the age of 40.It's important that you stop smoking if you have bronchitis.Cigarette smoke and the chemicals in cigarettes make bronchitis worse and increase your risk of developing chronic bronchitis and COPD.A GP can help you give up smoking.You can also call the NHS Smokefree helpline for advice on 0300 123 1044, Monday to Friday, 9am to 8pm, and Saturday and Sunday, 11am to 4pm.Information: Coronavirus adviceIf you have bronchitis and you're worried about coronavirus, you can get advice about coronavirus and bronchitis from the British Lung Foundation.",35.7
"Deafness. Hearing loss can be temporary or permanent. It often comes on gradually as you get older, but it can sometimes happen suddenly.See your GP if you notice any problems with your hearing so you can find out the cause and get advice on treatment.",47.0
"Rheumatic fever. Rheumatic fever is a very rare complication that can develop after a bacterial throat infection. It can cause painful joints and heart problems. Most people make a full recovery, but it can come back.",46.90909091
"Endocarditis. Endocarditis is a rare and potentially fatal infection of the inner lining of the heart (the endocardium). It's most commonly caused by bacteria entering the blood and travelling to the heart.Although the heart is usually well protected against infection, it may be easier for bacteria to bypass the immune system in people who have:an artificial (prosthetic) heart valve – valve replacement surgery is increasingly being used when people experience narrowing of one of their heart valves congenital heart disease – where a person is born with heart defects hypertrophic cardiomyopathy – where the heart muscle cells have enlarged and the walls of the heart chambers thicken damaged heart valves – because of infection or heart disease People who inject drugs are also more likely to develop endocarditis.Find out more about the causes of endocarditis",23.55555556
"Being sick. Diarrhoea and vomiting are common in adults, children and babies. They're often caused by a stomach bug and should stop in a few days.The advice is the same if you have diarrhoea and vomiting together or separately.",64.0
"Craniosynostosis. Craniosynostosis is a rare condition where a baby's skull doesn't grow properly and their head becomes an unusual shape. It doesn't always need to be treated, but surgery can help if it's severe.",48.54545455
